business_id,review_count,log_review_count,stars,rating_std,positive_ratio,negative_ratio,photo_count,log_photo_count,business_age_years,review_growth_rate,expert_reviewer_ratio,elite_reviewer_ratio,high_influence_ratio,mean_influence_score,cluster_ambiance,is_open
-YTipfQ0Yj0iF7m921rhmQ,12,2.5649493574615367,4.416666666666667,0.6685579234215214,0.9166666666666666,0.0,,,8.443835616438356,0.0,0.08333333333333333,0.0,0.08333333333333333,0.6684380150119997,0,1
-_0w82rV27l51N3ABkCI0A,129,4.867534450455582,4.589147286821706,0.8349064608982328,0.9224806201550387,0.03875968992248062,1.0,0.6931471805599453,14.904109589041095,0.023255813953488372,0.4108527131782946,0.0,0.2248062015503876,1.6426703763759993,9,1
-_mCgBtlEGbzbTsjnuXm3Q,5,1.791759469228055,2.0,1.0,0.0,0.6,,,4.531506849315068,0.2,0.0,0.0,0.2,0.863497622707262,0,1
-b6YqNf1yR1ZJbDCsygrxQ,17,2.8903717578961645,1.7058823529411764,1.046703508780838,0.058823529411764705,0.8823529411764706,,,10.95890410958904,0.058823529411764705,0.23529411764705882,0.0,0.058823529411764705,0.9602557255648418,0,1
-b8iNhBez0hRu478nIDhyg,88,4.48863636973214,3.340909090909091,0.9812771836646225,0.4659090909090909,0.19318181818181818,,,12.663013698630136,0.0,0.5227272727272727,0.0,0.42045454545454547,2.833363709907927,0,0
-c7kNz3HjL3xc0LNBkTM8w,21,3.091042453358316,3.1904761904761907,1.6005951274150383,0.5238095238095238,0.38095238095238093,2.0,1.0986122886681098,4.46027397260274,0.0,0.23809523809523808,0.0,0.14285714285714285,1.0177944394161424,3,1
-cEFKAznWmI0cledNOIQ7w,1182,7.075808863978387,4.317258883248731,1.0739104195165694,0.8358714043993232,0.08714043993231811,55.0,4.02535169073515,7.068493150684931,0.077834179357022,0.36717428087986465,0.0,0.1793570219966159,1.396776901989422,3,1
-e0akuVf-9zC6vBbQyT0Ng,5,1.791759469228055,2.0,1.4142135623730951,0.2,0.6,,,7.8712328767123285,0.2,0.2,0.0,0.2,1.6545141216849806,0,1
-fCB9irkaglTWG7rBhcODg,5,1.791759469228055,4.8,0.44721359549995804,1.0,0.0,,,7.989041095890411,0.0,0.2,0.0,0.2,1.3279751667653072,0,0
-fjIX9bvBKwXjQWfdgiWpQ,47,3.871201010907891,4.212765957446808,1.1597632856820015,0.7872340425531915,0.0851063829787234,9.0,2.302585092994046,3.210958904109589,0.0,0.2978723404255319,0.0,0.14893617021276595,1.1508565194060212,0,0
-hCwC548xGJObF9NLeN5JA,7,2.0794415416798357,3.7142857142857144,0.7559289460184544,0.5714285714285714,0.0,2.0,1.0986122886681098,4.476712328767123,0.0,0.2857142857142857,0.0,0.2857142857142857,1.6535993986709077,0,0
-hsR1sWeD9Vw_nh5Qym2fg,275,5.62040086571715,3.5272727272727273,1.2992775288140794,0.5963636363636363,0.2509090909090909,1.0,0.6931471805599453,11.583561643835617,0.0,0.2545454545454545,0.0,0.15272727272727274,1.2812873931888673,9,0
-ilTnXu41RrxQITuolQhmQ,10,2.3978952727983707,2.0,1.4907119849998598,0.2,0.7,,,11.994520547945205,0.0,0.2,0.0,0.2,1.5589576923286264,0,0
-k0SQn1uQVn0FN61uXYMsw,9,2.302585092994046,2.6666666666666665,2.0,0.4444444444444444,0.5555555555555556,,,5.073972602739726,0.0,0.0,0.0,0.0,0.3950386734988237,0,1
-k1iNvlyQZkZ14Hcqzlk4Q,24,3.2188758248682006,2.4583333333333335,1.6145847942957392,0.2916666666666667,0.625,,,7.956164383561644,0.0,0.16666666666666666,0.0,0.125,0.8442565246307727,0,1
-kYESienondGaj9TFadkUg,116,4.762173934797756,3.9224137931034484,1.2240407926490708,0.7327586206896551,0.12931034482758622,2.0,1.0986122886681098,12.873972602739727,0.0,0.3017241379310345,0.0,0.16379310344827586,1.6216475514029536,9,0
-lT5o2BF6ZvSsh8PvpVOgQ,54,4.007333185232471,4.111111111111111,1.2234603981788497,0.7777777777777778,0.14814814814814814,,,4.16986301369863,0.09259259259259259,0.4074074074074074,0.0,0.2222222222222222,1.731798844024735,0,1
-lVEVi3vtQ8_L9kKT0bBwQ,131,4.882801922586371,4.106870229007634,1.2041716488744552,0.7786259541984732,0.12213740458015267,1.0,0.6931471805599453,8.169863013698631,0.0,0.40458015267175573,0.0,0.26717557251908397,1.7972577514095929,1,0
-mIlmp5l4hKlp1tvHRdvTg,1716,7.448333860897476,3.952797202797203,1.1573510957567341,0.736013986013986,0.12237762237762238,78.0,4.3694478524670215,15.345205479452055,0.03904428904428905,0.3962703962703963,0.0,0.19289044289044288,1.5843010397299986,3,1
-mc0GB26tKLQhxKpuR3xUw,9,2.302585092994046,5.0,0.0,1.0,0.0,,,0.7123287671232876,0.3333333333333333,0.1111111111111111,0.0,0.0,0.8087365491467424,0,1
-nIXhxPvxST6bTuj9jo1UQ,182,5.209486152841421,4.3076923076923075,1.0426518220045715,0.7967032967032966,0.06593406593406594,1.0,0.6931471805599453,2.6465753424657534,0.12087912087912088,0.2857142857142857,0.0,0.13186813186813187,1.142514766139166,0,1
-n_beuzQuajaezPD2PyQvA,15,2.772588722239781,3.2666666666666666,1.7915143899851347,0.5333333333333333,0.3333333333333333,,,6.794520547945205,0.06666666666666667,0.13333333333333333,0.0,0.0,0.5366922968711347,0,1
-qP1L9kx0FoH-kFwHXEwbw,8,2.1972245773362196,2.75,1.6690459207925603,0.25,0.375,3.0,1.3862943611198906,5.043835616438356,0.125,0.375,0.0,0.125,1.1054338477034227,0,1
-qWhas31o61V6vC6yo6NWw,36,3.6109179126442243,3.638888888888889,1.3554709835705032,0.6666666666666666,0.19444444444444445,1.0,0.6931471805599453,12.652054794520549,0.0,0.4444444444444444,0.0,0.3055555555555556,1.9280469086726524,0,1
-qZ3GVQpEa02BXg1ehzaMQ,15,2.772588722239781,2.0,1.5118578920369088,0.2,0.7333333333333333,,,3.0054794520547947,0.0,0.13333333333333333,0.0,0.06666666666666667,0.47349995705164327,2,1
-qpFT-RgBE2QXVcSjq57lQ,71,4.276666119016055,2.8450704225352115,1.5459429607288109,0.4225352112676056,0.43661971830985913,,,10.854794520547944,0.014084507042253521,0.19718309859154928,0.0,0.028169014084507043,0.6668280989728466,3,1
-rBLDkfHNXV8LzofwLcjHw,20,3.044522437723423,2.55,1.637552731171861,0.3,0.65,,,6.263013698630137,0.0,0.15,0.0,0.15,0.7696535365750176,0,0
-rDhWLQJ28L2ttkaftdZNQ,79,4.382026634673881,4.3164556962025316,1.080649185200057,0.8481012658227848,0.10126582278481013,21.0,3.091042453358316,3.4054794520547946,0.02531645569620253,0.43037974683544306,0.0,0.21518987341772153,1.5353454487543272,0,1
-sTrihdzACrsOSu1FYdfxQ,273,5.6131281063880705,4.252747252747253,0.9186795982639004,0.8021978021978022,0.047619047619047616,19.0,2.995732273553991,4.997260273972603,0.0,0.5128205128205128,0.0,0.30036630036630035,1.97211957704024,5,0
-t1hxZ6X-XaIU4BBUQCXGA,7,2.0794415416798357,2.857142857142857,1.864454471471609,0.42857142857142855,0.42857142857142855,1.0,0.6931471805599453,5.2904109589041095,0.0,0.14285714285714285,0.0,0.14285714285714285,0.9554792448495374,0,0
-t5dx3X0O63jCUuFEd-FcA,211,5.356586274672012,3.5118483412322274,1.3605327723025054,0.5545023696682464,0.2559241706161137,11.0,2.4849066497880004,14.136986301369863,0.0,0.4075829383886256,0.0,0.22274881516587677,1.5825935471688652,3,0
-uPvL8kLaSzG-KxkSKL6RA,5,1.791759469228055,4.2,1.7888543819998317,0.8,0.2,,,3.0712328767123287,0.2,0.2,0.0,0.2,1.8728010439040665,0,1
-v1Ia8G_G00SuygAm6koUg,52,3.970291913552122,3.480769230769231,1.2908484003786738,0.6153846153846154,0.21153846153846154,,,13.69041095890411,0.057692307692307696,0.5961538461538461,0.0,0.34615384615384615,2.490319834492633,0,1
-v8dtO9BZmKidXLMohiQhQ,328,5.796057750765372,3.158536585365854,1.296615327506936,0.45426829268292684,0.3048780487804878,7.0,2.0794415416798357,14.158904109589042,0.036585365853658534,0.39939024390243905,0.0,0.23170731707317074,1.7997903362353733,9,1
-wwhD6SwDOJZlbZkHlIchQ,181,5.204006687076795,4.370165745856354,1.0754815330498455,0.8232044198895028,0.08287292817679558,10.0,2.3978952727983707,5.147945205479452,0.0,0.35359116022099446,0.0,0.20441988950276244,1.5124790224563904,9,0
-xov4QrIEkyNrSArhjmjZQ,37,3.6375861597263857,3.4054054054054053,1.5538386062955232,0.5675675675675675,0.24324324324324326,2.0,1.0986122886681098,10.367123287671232,0.05405405405405406,0.24324324324324326,0.0,0.1891891891891892,0.9686598506470065,9,1
-yxOY_fhwp4uss-8rGTGcA,5,1.791759469228055,4.2,1.7888543819998317,0.8,0.2,,,10.882191780821918,0.0,0.2,0.0,0.2,1.0646019958276818,9,0
0-7N3z_cb3Z1xMGDrbez6w,405,6.0063531596017325,3.8444444444444446,1.1680566919647197,0.6987654320987654,0.16049382716049382,12.0,2.5649493574615367,13.923287671232877,0.01728395061728395,0.35555555555555557,0.0,0.2222222222222222,1.693288109993652,3,1
0-JRAY0LpBazDuA9761U5w,323,5.780743515792329,3.959752321981424,1.1932480598156898,0.7430340557275542,0.1393188854489164,8.0,2.1972245773362196,6.635616438356164,0.0804953560371517,0.42105263157894735,0.0,0.21671826625386997,1.5343086414870084,5,1
0-Lihni2Ak2RL6RwHb4fpw,9,2.302585092994046,3.888888888888889,1.3642254619787417,0.6666666666666666,0.1111111111111111,,,6.394520547945206,0.0,0.1111111111111111,0.0,0.0,0.32715988657404893,0,1
0-PClaUWGphUvuTH8wQ51w,78,4.3694478524670215,4.410256410256411,0.986083653835197,0.8717948717948718,0.07692307692307693,15.0,2.772588722239781,2.643835616438356,0.15384615384615385,0.358974358974359,0.0,0.16666666666666666,1.2257599840452527,3,1
00AGVWzkxNLGb-7ZrwAOIA,78,4.3694478524670215,3.1666666666666665,1.3330627431056188,0.5,0.32051282051282054,,,11.857534246575343,0.0,0.21794871794871795,0.0,0.14102564102564102,1.1281428923615582,7,1
00rIcvqmfci_oJWkOqPqmg,95,4.564348191467836,4.557894736842106,0.9076013450671773,0.9052631578947369,0.06315789473684211,5.0,1.791759469228055,12.07945205479452,0.07368421052631578,0.30526315789473685,0.0,0.11578947368421053,1.1970326011249843,0,1
018ixB-WinNmflwX2UvS1g,16,2.833213344056216,3.875,1.0878112581387147,0.6875,0.0625,,,12.23013698630137,0.0,0.375,0.0,0.25,1.650682271566608,0,0
01YFYYmevGER3VJ1xFtUcA,47,3.871201010907891,2.617021276595745,1.1896874176485934,0.2127659574468085,0.425531914893617,1.0,0.6931471805599453,7.397260273972603,0.0,0.3829787234042553,0.0,0.23404255319148937,1.697881176315089,9,0
01mP5a06zQpaYOakfaVBOQ,62,4.143134726391533,2.4193548387096775,1.4547647784263869,0.27419354838709675,0.5967741935483871,,,14.547945205479452,0.04838709677419355,0.22580645161290322,0.0,0.1935483870967742,1.1347096793464004,0,1
02nUjwVmJGTgGyiIi-hklg,11,2.4849066497880004,4.545454545454546,0.9341987329938275,0.9090909090909091,0.09090909090909091,2.0,1.0986122886681098,2.315068493150685,0.0,0.2727272727272727,0.0,0.0,1.4785700894100584,0,0
02nb6CI8w-2EoSEkQdk2Wg,105,4.663439094112067,4.161904761904762,1.0295985917207053,0.8095238095238095,0.0761904761904762,2.0,1.0986122886681098,13.591780821917808,0.0,0.34285714285714286,0.0,0.1619047619047619,1.6021134374794752,0,1
03K9F1xumPgdRiohRrXyfw,8,2.1972245773362196,3.125,1.1259916264596033,0.5,0.25,,,13.69041095890411,0.0,0.375,0.0,0.375,1.8765869849195094,0,1
03Z0iTZ29-Mh02OXE7sPBQ,12,2.5649493574615367,2.25,1.864744681524183,0.3333333333333333,0.6666666666666666,2.0,1.0986122886681098,2.7041095890410958,0.16666666666666666,0.08333333333333333,0.0,0.0,0.3528422087164383,0,1
03cvVjbkCOtiIt51M-MLFg,67,4.219507705176107,4.3283582089552235,1.2356823621162636,0.8208955223880597,0.11940298507462686,1.0,0.6931471805599453,14.002739726027396,0.014925373134328358,0.2835820895522388,0.0,0.1791044776119403,1.47572909870681,0,1
03jQGGJ2ch0uHTtW-UUUqg,635,6.455198563340122,4.0236220472440944,1.2625681536973827,0.7937007874015748,0.14015748031496064,27.0,3.332204510175204,16.005479452054793,0.03622047244094488,0.3763779527559055,0.0,0.2251968503937008,1.7291394501918134,9,1
03z1PDwgKroME5MWr763rw,5,1.791759469228055,4.2,0.4472135954999579,1.0,0.0,,,12.194520547945206,0.0,0.0,0.0,0.2,1.083220080440884,0,0
04UD14gamNjLY0IDYVhHJg,284,5.652489180268651,3.954225352112676,1.2188231153423408,0.7464788732394366,0.1443661971830986,9.0,2.302585092994046,15.095890410958905,0.0,0.31690140845070425,0.0,0.19014084507042253,1.6856757859701095,9,0
04o5yH6y_49RkLuEaiW5mg,54,4.007333185232471,3.0185185185185186,1.8682121484794134,0.5185185185185185,0.46296296296296297,1.0,0.6931471805599453,12.931506849315069,0.018518518518518517,0.09259259259259259,0.0,0.07407407407407407,0.7766923152766151,0,1
04vmwMgr5bmT8tGokHrLEg,24,3.2188758248682006,4.666666666666667,0.5646597025732798,0.9583333333333334,0.0,,,3.6356164383561644,0.0,0.20833333333333334,0.0,0.20833333333333334,1.3488496589323882,0,0
05J_7mQg7dPuaSB_BBYEOQ,48,3.8918202981106265,4.666666666666667,0.694456264674817,0.9166666666666666,0.020833333333333332,13.0,2.6390573296152584,4.293150684931507,0.0,0.16666666666666666,0.0,0.10416666666666667,0.751163333689037,9,0
05ev984NYfimRN0UiFrxaA,896,6.799055862058796,3.9363839285714284,1.1871631290148192,0.7131696428571429,0.14508928571428573,61.0,4.127134385045092,14.898630136986302,0.0390625,0.3482142857142857,0.0,0.19419642857142858,1.5524006873296057,3,1
07LPxCT59Gwg57tmzQdirg,5,1.791759469228055,4.2,1.0954451150103324,0.6,0.0,,,9.506849315068493,0.0,0.4,0.0,0.4,1.7715599454351811,0,1
082Z772_Ig8SXp9DibYCAA,36,3.6109179126442243,2.8333333333333335,1.764733893335115,0.4444444444444444,0.5277777777777778,1.0,0.6931471805599453,8.438356164383562,0.0,0.16666666666666666,0.0,0.027777777777777776,0.6884589001064794,0,0
0Ae7F98kmeA01VJCIdD8vw,94,4.553876891600541,4.276595744680851,0.9881475589512263,0.851063829787234,0.0851063829787234,,,8.139726027397261,0.0,0.19148936170212766,0.0,0.11702127659574468,1.0580828419752881,6,0
0BJy9The-xE_M912gkwDHQ,7,2.0794415416798357,2.857142857142857,1.772810520855837,0.5714285714285714,0.42857142857142855,,,10.923287671232877,0.0,0.0,0.0,0.0,0.5438089271100457,0,0
0CEUpFtaKhxbmrbSdP9MUQ,80,4.394449154672439,3.8875,1.4840395606996193,0.6875,0.2125,2.0,1.0986122886681098,3.9315068493150687,0.0,0.1875,0.0,0.125,0.8427738159102576,0,0
0CSiz9Q_xuZ9YNq8KLRcSg,23,3.1780538303479458,3.8260869565217392,1.5270939101039855,0.7391304347826086,0.21739130434782608,1.0,0.6931471805599453,11.35068493150685,0.08695652173913043,0.08695652173913043,0.0,0.08695652173913043,0.8645178478280953,9,1
